id	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
2479					3.26 	2.43 	1.38 	1.32 	2.17 	6.56 	15.93 	33.89 	-49.98 	-3.22 	-3.67 	4.10 	6.84 	9.10 	4.89 	5.20 	0.60 
2480					3.31 	2.39 	1.99 	1.99 	2.51 	4.44 	1.98 	4.14 	3.01 	1.40 	1.06 	1.93 	3.09 	4.43 	2.29 	1.82 	1.35 
2481					1.65 	1.67 	1.42 	0.78 	1.07 	4.92 	1.35 	4.24 	2.59 	1.53 	1.14 	0.87 	2.66 	-8.34 	2.32 	3.13 	1.35 
2482					2.84 	2.33 	2.77 	2.27 	5.29 	12.74 	4.95 	9.46 	7.95 	4.53 	2.67 	1.46 	1.38 	2.13 	1.47 	1.29 	0.90 
2483					2.69 	2.76 	3.60 	4.34 	9.19 	12.43 	4.02 	4.12 	3.49 	2.27 	2.23 	2.07 	2.26 	1.72 	1.41 	1.18 	0.95 
2484						2.49 	2.54 	2.31 	3.60 	4.09 	1.31 	3.92 	3.95 	1.86 	1.49 	2.24 	2.91 	5.29 	3.98 	3.07 	1.07 
2485					2.35 	3.13 	1.88 	2.11 	5.11 	10.30 	1.85 	3.06 	3.00 	1.85 	2.00 	1.60 	1.77 	1.29 	1.17 	1.74 	1.38 
2486					3.48 	2.39 	2.39 	1.67 	1.82 	4.56 	1.26 	4.04 	2.98 	1.53 	1.21 	1.09 	1.47 	2.25 	1.69 	1.58 	0.98 
2487					3.48 	2.34 	2.38 	1.52 	2.07 	2.97 	1.84 	3.36 	5.40 	5.33 	3.66 	5.76 	4.33 	4.56 	3.14 	2.07 	1.61 
2488				5.05 	4.16 	3.23 	2.58 	2.69 	5.23 	4.91 	4.92 	6.73 	7.52 	4.97 	3.22 	4.11 	6.86 	8.41 	5.36 	5.29 	6.22 
2489				5.92 	3.94 	2.48 	1.87 	1.23 	2.01 	4.78 	1.61 	2.72 	2.86 	1.90 	1.67 	1.50 	1.70 	4.96 	2.08 	1.39 	0.90 
2490					5.22 	3.26 	3.56 	1.88 	2.13 	3.35 	1.49 	3.49 	3.19 	1.77 	1.35 	1.57 	2.07 	3.13 	3.28 	1.91 	1.16 
2491					2.95 	2.05 	1.62 	2.27 	3.32 	4.25 	1.96 	4.41 	3.06 	1.95 	1.53 	1.59 	1.79 	3.19 	2.64 	2.05 	1.17 
2492					3.64 	2.61 	1.97 	1.49 	1.68 	4.66 	1.82 	4.81 	6.67 	4.91 	3.77 	3.79 	4.47 	12.24 	9.09 	5.82 	6.76 
2493							3.06 	1.91 	2.56 	6.76 	3.01 	6.00 	8.03 	5.26 	4.69 	6.11 	3.85 	4.70 	3.35 	1.89 	1.25 
2494					2.35 	2.23 	1.45 	0.93 	1.71 	9.22 	1.57 	6.44 	5.75 	1.65 	1.39 	1.18 	1.86 	2.58 	2.03 	2.02 	1.15 
2495				3.99 	2.58 	1.83 	2.52 	2.95 	4.72 	13.23 	3.00 	3.53 	2.58 	1.12 	1.26 	1.64 	1.64 	1.75 	1.73 	1.44 	1.34 
2496					4.63 	4.07 	3.47 	2.18 	2.92 	5.61 	2.23 	4.71 	4.62 	3.83 	3.00 	6.35 	4.76 	4.32 	3.22 	3.46 	1.92 
2497					2.42 	2.53 	2.23 	1.63 	2.53 	5.96 	3.80 	5.28 	4.20 	2.67 	2.76 	4.12 	3.10 	4.65 	3.71 	3.18 	2.34 
2498	2.17 	3.27 	4.30 	2.58 	2.60 	2.78 	2.86 	2.20 	3.48 	9.29 	4.30 	6.18 	4.88 	4.07 	3.58 	4.72 	3.67 	2.73 	2.44 	3.10 	2.62 
2499	5.64 	8.87 	9.98 	8.17 	4.21 	2.85 	3.07 	1.75 	2.26 	4.90 	1.62 	3.10 	2.19 	1.39 	1.21 	1.41 	2.91 	3.72 	2.71 	2.61 	1.71 
2500	2.91 	2.89 	4.14 	3.21 	2.68 	3.37 	2.55 	1.20 	1.23 	3.21 	1.47 	4.85 	4.18 	2.27 	1.71 	2.65 	3.12 	5.15 	3.60 	2.45 	1.70 
2501	5.01 	6.01 	8.59 	126.48 	-1.86 	-1.44 	-0.90 	-0.92 	-1.16 	-5.45 	-3.04 	-6.20 	-4.80 	-6.12 	-3.08 	119.09 	39.00 	-15.79 	1.88 	1.02 	0.80 
2502	3.15 	4.25 	7.39 	8.00 	6.23 	4.51 	3.47 	2.98 	2.90 	12.05 	4.31 	15.43 	20.14 	22.62 	3.58 	4.17 	4.90 	9.06 	3.41 	2.29 	2.36 
2503	5.40 	8.94 	12.20 	9.90 	7.62 	6.60 	4.27 	3.48 	4.91 	8.64 	2.42 	4.50 	4.12 	2.28 	2.23 	2.60 	3.69 	6.80 	6.03 	2.98 	2.06 
2504	6.91 	8.87 	14.80 	7.39 	1.95 	1.43 	1.14 	0.93 	2.03 	2.71 	1.19 	2.18 	1.61 	1.08 	1.47 	1.24 	3.60 	3.89 	1.95 	1.47 	1.09 
2505	3.11 	4.48 	8.31 	5.54 	4.49 	2.57 	2.35 	2.12 	2.45 	27.29 	30.91 	-12.08 	-12.76 	-22.20 	386.95 	1924.13 	-94.16 	328.01 	-419.93 	44.29 	24.25 
2506	2.59 	2.56 	2.89 	4.09 	3.91 	3.69 	2.34 	3.15 	4.30 	11.58 	5.99 	170.75 	16.36 	8.15 	11.55 	7.99 	18.05 	20.86 	120.33 	22.95 	9.52 
2507	5.84 	15.71 	53.47 	97.95 	9.46 	6.23 	4.79 	6.20 	21.30 	20.45 	14.72 	22.82 	42.10 	27.19 	36.89 	101.31 	8.44 	11.70 	9.56 	166.55 	-3.98 
2508	4.11 	4.00 	4.55 	2.82 	2.52 	2.03 	1.61 	1.27 	2.01 	5.55 	2.32 	3.80 	2.21 	1.57 	1.40 	1.76 	2.98 	2.82 	1.68 	1.27 	1.09 
2509	4.16 	5.69 	8.94 	6.82 	5.81 	4.51 	3.31 	2.95 	4.10 	6.07 	2.62 	7.31 	5.99 	5.25 	4.08 	3.66 	4.29 	4.98 	3.85 	3.84 	3.80 
2510	4.86 	5.44 	9.84 	11.41 	14.42 	6.11 	5.73 	5.68 	8.07 	12.41 	4.49 	11.67 	10.50 	6.31 	12.36 	3.39 	3.81 	5.16 	3.18 	1.81 	1.03 
2511	4.83 	8.13 	20.46 	10.73 	8.57 	5.29 	8.21 	-54.70 	7.65 	26.83 	2.76 	6.29 	6.74 	7.29 	7.52 	6.64 	3.84 	4.50 	4.44 	3.62 	5.79 
2512	3.65 	3.01 	4.68 	3.63 	3.12 	2.13 	2.08 	3.05 	4.78 	21.11 	2.35 	6.46 	3.43 	2.55 	3.57 	3.85 	4.49 	8.89 	8.15 	4.22 	3.29 
2513	5.84 	5.72 	6.32 	5.66 	6.12 	5.95 	5.19 	4.48 	6.97 	11.99 	4.33 	6.73 	5.16 	3.50 	3.11 	2.86 	2.53 	3.28 	3.17 	2.42 	1.27 
2514	3.86 	3.24 	5.57 	5.79 	4.46 	3.28 	2.94 	2.04 	1.73 	3.08 	1.35 	4.33 	3.75 	3.62 	3.33 	2.72 	5.32 	8.25 	8.69 	4.29 	1.92 
2515	3.53 	4.11 	6.74 	5.78 	4.35 	2.66 	2.96 	2.45 	1.69 	3.42 	1.66 	3.29 	3.23 	2.45 	1.84 	1.99 	2.57 	3.81 	3.14 	2.36 	1.68 
2516	6.80 	7.04 	9.73 	10.53 	6.81 	4.51 	2.21 	1.66 	2.44 	5.50 	2.92 	4.54 	3.56 	2.08 	2.19 	4.97 	5.13 	2.24 	4.11 	2.96 	1.62 
2517	2.48 	3.25 	6.49 	6.65 	4.08 	3.43 	2.42 	1.93 	2.33 	3.47 	1.35 	3.59 	2.58 	1.36 	1.47 	1.18 	1.44 	2.77 	1.93 	2.93 	1.07 
2518	3.72 	3.61 	10.15 	10.01 	10.44 	6.39 	4.37 	4.74 	3.34 	5.30 	2.17 	9.33 	6.72 	3.88 	2.99 	3.14 	4.27 	2.50 	1.75 	1.09 	0.95 
2519	2.89 	5.64 	8.28 	6.59 	5.09 	3.64 	3.72 	2.28 	2.48 	5.51 	4.67 	6.65 	5.55 	3.34 	3.22 	5.39 	5.05 	8.35 	5.40 	4.07 	3.61 
2520	2.37 	3.04 	3.91 	3.05 	2.12 	1.61 	1.10 	0.98 	1.03 	2.50 	1.11 	2.18 	1.83 	1.30 	1.20 	2.96 	2.51 	4.99 	3.94 	2.12 	1.28 
2521	3.60 	3.38 	3.79 	2.96 	2.58 	1.98 	1.68 	2.24 	3.82 	5.63 	2.21 	4.52 	3.31 	1.88 	1.61 	1.88 	2.17 	3.79 	2.28 	1.51 	0.92 
2522	5.83 	6.80 	11.39 	-2.28 	-2.34 	-1.05 	-0.44 	-0.43 	158.50 	42.81 	7.52 	8.92 	4.94 	2.40 	3.26 	4.19 	7.63 	12.04 	7.46 	2.67 	1.81 
2523	1.88 	2.58 	4.11 	2.56 	1.68 	1.28 	1.19 	0.87 	1.13 	2.39 	2.05 	3.19 	2.48 	1.42 	1.51 	2.54 	2.79 	7.44 	3.87 	2.41 	1.62 
2524	20.78 	57.11 	-7.79 	9.66 	10.35 	6.58 	4.87 	5.96 	6.08 	10.91 	5.71 	10.50 	9.50 	6.77 	5.64 	5.09 	5.67 	5.30 	3.55 	2.52 	1.36 
2525	4.24 	5.25 	9.00 	6.54 	4.31 	2.53 	1.82 	2.03 	2.05 	5.61 	2.39 	7.72 	7.79 	8.33 	4.57 	1.46 	2.93 	4.98 	3.54 	5.66 	-0.41 
2526	4.54 	6.00 	8.13 	7.90 	4.72 	3.08 	3.58 	3.81 	3.50 	4.18 	1.83 	4.53 	6.48 	4.64 	3.04 	2.60 	3.18 	2.67 	2.50 	2.64 	1.57 
2527	5.21 	9.16 	10.08 	3.15 	2.60 	2.33 	1.55 	0.98 	1.17 	2.74 	1.78 	4.05 	4.60 	6.47 	5.73 	11.07 	9.44 	3.98 	2.31 	1.60 	1.24 
2528	4.60 	4.62 	4.99 	2.92 	2.34 	1.67 	1.24 	1.04 	1.35 	5.98 	2.02 	3.63 	1.71 	1.32 	1.75 	2.05 	2.63 	2.20 	2.72 	1.95 	1.25 
2529	3.54 	4.26 	5.56 	4.79 	4.41 	2.93 	1.95 	2.13 	3.73 	6.46 	2.11 	3.45 	2.30 	1.56 	1.94 	2.37 	3.80 	2.76 	2.41 	2.13 	1.43 
2530	4.36 	4.47 	7.52 	5.89 	3.55 	3.11 	2.20 	1.60 	2.60 	4.88 	2.77 	4.86 	4.09 	2.82 	1.71 	3.88 	3.27 	4.46 	4.19 	2.70 	1.74 
2531	6.28 	6.56 	8.02 	4.89 	2.01 	1.32 	0.89 	0.95 	1.30 	3.37 	1.29 	2.94 	2.06 	1.50 	1.37 	1.30 	1.38 	3.43 	2.28 	1.84 	1.18 
2532	3.81 	4.41 	8.32 	10.15 	13.52 	10.86 	4.73 	11.37 	14.60 	29.69 	10.07 	19.11 	23.00 	47.50 	39.79 	16.69 	13.83 	16.16 	6.52 	7.27 	2.58 
2533	22.13 	78.36 	98.65 	-27.45 	-48.81 	252.87 	9.27 	7.72 	6.44 	15.24 	6.70 	7.63 	9.52 	5.26 	6.32 	6.40 	8.52 	16.33 	16.78 	7.74 	6.15 
2534	6.23 	8.44 	11.63 	8.62 	7.70 	5.40 	3.92 	4.20 	4.14 	7.03 	2.08 	3.79 	3.09 	2.03 	1.96 	6.04 	4.13 	3.31 	2.38 	2.11 	1.53 
2535	2.77 	2.88 	3.61 	3.01 	2.50 	2.75 	1.94 	1.65 	1.65 	5.32 	1.83 	2.64 	1.52 	1.11 	1.21 	1.74 	1.30 	3.42 	2.91 	1.17 	0.73 
2536	2.04 	2.64 	4.69 	3.94 	3.66 	2.38 	2.49 	2.46 	3.04 	5.33 	2.46 	4.51 	3.08 	2.21 	1.77 	2.50 	3.86 	7.28 	3.92 	2.38 	1.61 
2537	7.10 	11.56 	25.81 	9.60 	5.98 	5.30 	5.17 	4.11 	4.38 	9.34 	2.89 	6.29 	6.89 	3.51 	3.02 	3.57 	2.78 	4.46 	2.91 	2.70 	67.59 
2538	6.12 	10.28 	5.94 	5.00 	4.22 	3.62 	2.62 	1.54 	1.76 	3.60 	1.82 	4.09 	3.47 	2.43 	2.54 	2.36 	2.66 	8.76 	4.93 	3.52 	4.57 
2539	3.99 	5.15 	5.55 	2.64 	3.02 	3.02 	2.29 	1.63 	2.84 	4.51 	2.23 	4.24 	3.56 	2.55 	2.35 	2.14 	3.39 	5.24 	3.24 	2.88 	1.71 
2540	3.54 	5.14 	7.12 	3.04 	2.29 	2.04 	1.81 	1.26 	1.41 	4.38 	1.92 	4.80 	3.83 	2.44 	2.24 	3.71 	4.56 	12.73 	7.69 	3.13 	11.96 
2541	2.58 	2.32 	3.26 	2.69 	2.19 	1.52 	1.29 	1.36 	2.30 	6.13 	2.28 	5.47 	4.23 	2.37 	1.77 	1.70 	2.26 	2.92 	1.55 	1.39 	1.00 
2542	7.44 	9.88 	5.77 	3.37 	2.24 	2.21 	2.11 	4.15 	6.35 	45.15 	1.39 	3.27 	1.62 	0.92 	0.98 	0.69 	1.60 	1.25 	1.03 	0.86 	0.56 
2543	3.54 	6.58 	15.24 	8.92 	4.91 	3.44 	4.49 	2.31 	2.84 	8.49 	4.84 	5.18 	3.61 	1.92 	1.93 	2.55 	2.25 	2.39 	1.76 	1.40 	1.04 
2544	4.55 	5.43 	12.01 	10.58 	6.04 	4.99 	3.72 	2.39 	5.08 	10.18 	2.38 	6.82 	3.52 	2.58 	2.52 	2.12 	2.76 	2.32 	2.59 	3.83 	2.83 
2545	4.04 	9.21 	15.25 	8.69 	6.48 	3.84 	3.36 	3.87 	3.33 	5.22 	2.31 	4.82 	4.40 	2.66 	2.71 	5.96 	6.50 	11.95 	7.86 	4.67 	4.41 
2546	3.71 	3.42 	5.41 	3.67 	2.42 	2.11 	2.06 	1.94 	2.01 	4.89 	1.93 	4.51 	3.74 	1.60 	1.42 	1.61 	2.87 	5.48 	3.59 	1.81 	1.34 
2547	4.93 	5.93 	6.66 	6.08 	5.08 	3.43 	2.14 	1.82 	3.64 	5.58 	2.95 	4.97 	3.05 	1.95 	1.92 	2.82 	6.08 	7.21 	5.45 	4.47 	2.71 
2548	2.04 	2.44 	3.85 	2.50 	4.54 	3.85 	1.88 	1.54 	1.85 	4.10 	2.40 	3.84 	4.31 	1.86 	1.49 	1.44 	2.02 	3.24 	2.78 	2.10 	1.71 
2549	2.41 	3.88 	4.93 	4.46 	3.81 	2.93 	2.00 	1.36 	2.28 	5.88 	1.39 	3.07 	2.05 	1.32 	1.66 	1.18 	1.98 	2.46 	1.60 	1.21 	0.88 
2550	3.95 	4.95 	8.50 	6.77 	4.95 	3.57 	2.38 	2.00 	2.41 	6.53 	2.80 	5.73 	5.80 	5.03 	4.30 	4.69 	8.81 	17.13 	8.47 	8.84 	5.51 
2551	1.72 	2.11 	3.21 	3.90 	3.46 	2.69 	2.23 	1.33 	2.59 	6.68 	1.80 	4.11 	3.99 	2.62 	2.91 	2.63 	4.01 	8.17 	3.35 	3.06 	1.67 
2552	3.73 	4.02 	6.10 	4.04 	2.73 	1.92 	1.45 	0.86 	0.95 	3.04 	1.29 	2.38 	3.53 	1.90 	2.29 	1.92 	2.25 	2.80 	2.41 	2.07 	1.28 
2553	3.45 	4.65 	6.83 	4.60 	3.56 	2.40 	1.95 	1.72 	3.38 	6.49 	2.74 	9.93 	11.74 	5.90 	13.25 	16.80 	22.97 	52.74 	63.63 	45.85 	33.46 
2554	3.07 	5.93 	12.29 	10.76 	9.45 	4.02 	3.38 	2.44 	3.92 	5.92 	1.42 	3.58 	6.94 	2.46 	2.41 	3.22 	3.95 	6.99 	4.95 	3.88 	3.23 
2555	2.84 	2.64 	5.03 	4.54 	3.35 	2.18 	1.85 	1.47 	3.29 	6.73 	1.89 	4.33 	2.23 	1.05 	1.45 	1.87 	2.52 	5.35 	3.66 	3.21 	2.06 
2556	8.82 	6.66 	2.92 	2.11 	1.58 	1.27 	1.39 	0.82 	0.96 	3.73 	1.31 	3.30 	2.60 	1.52 	1.21 	1.70 	2.06 	3.28 	1.73 	1.20 	0.76 
2557	3.06 	5.06 	10.78 	5.57 	4.05 	2.97 	2.38 	1.88 	10.67 	11.66 	2.28 	5.14 	4.25 	2.24 	2.35 	2.69 	4.88 	3.69 	2.83 	1.77 	1.44 
2558	2.35 	3.15 	5.16 	6.49 	5.35 	3.92 	2.52 	1.59 	1.60 	8.03 	4.11 	-15.77 	-2.86 	-3.12 	35.70 	33.42 	148.01 	342.85 	2011.63 	137.69 	28.52 
2559	3.52 	4.51 	10.01 	13.86 	12.57 	13.33 	3.29 	4.83 	4.45 	6.37 	3.37 	5.36 	7.92 	3.69 	4.84 	7.62 	6.20 	6.14 	11.35 	5.86 	3.04 
2560	2.65 	3.16 	2.70 	2.32 	1.65 	2.12 	1.78 	1.83 	3.00 	6.25 	1.71 	3.89 	3.66 	2.24 	2.30 	2.93 	3.20 	13.06 	11.80 	5.25 	0.86 
2561	2.35 	6.12 	9.16 	7.07 	5.73 	3.35 	2.60 	1.80 	1.80 	4.78 	2.17 	3.93 	3.10 	1.98 	2.05 	1.74 	3.01 	4.05 	3.01 	1.79 	1.21 
2562	2.14 	1.96 	3.31 	2.60 	2.02 	1.50 	1.04 	0.88 	1.28 	3.79 	1.27 	3.14 	2.41 	1.67 	3.26 	1.87 	2.51 	3.13 	2.17 	1.82 	1.20 
2563	1.38 	1.72 	6.13 	4.64 	3.65 	4.22 	3.51 	2.31 	6.94 	16.50 	2.22 	4.14 	3.50 	2.26 	1.92 	2.79 	6.52 	5.44 	4.06 	3.62 	1.39 
2564	3.34 	3.45 	5.84 	5.65 	4.18 	3.30 	2.46 	2.48 	3.90 	5.42 	1.50 	3.22 	2.34 	1.60 	1.43 	1.70 	2.17 	3.00 	2.81 	2.24 	1.27 
2565	4.64 	4.03 	10.53 	8.23 	5.43 	3.54 	2.90 	2.38 	3.04 	10.57 	2.85 	6.43 	6.29 	5.91 	5.73 	3.10 	6.03 	4.91 	4.35 	2.88 	1.27 
2566	1.67 	1.97 	2.49 	1.94 	1.61 	2.72 	1.91 	1.57 	2.27 	5.77 	2.88 	5.15 	3.41 	2.37 	2.35 	1.85 	2.82 	3.53 	2.81 	2.42 	1.78 
2567	2.25 	3.40 	4.92 	5.06 	3.08 	2.11 	2.50 	2.00 	3.52 	7.67 	3.12 	5.02 	6.17 	3.52 	4.17 	5.57 	4.04 	13.68 	9.47 	5.00 	4.53 
2568	3.87 	2.97 	4.10 	2.57 	1.46 	1.27 	1.08 	0.88 	1.89 	4.77 	1.78 	4.30 	5.38 	2.88 	3.23 	3.67 	2.59 	2.68 	2.29 	3.61 	2.29 
2569	4.62 	7.56 	12.75 	9.36 	8.15 	24.49 	5.22 	18.76 	-13.89 	340.58 	-23.40 	-9.64 	-10.37 	-6.74 	2.05 	2.03 	1.76 	1.85 	1.83 	1.68 	0.98 
2570	4.46 	5.12 	6.01 	5.40 	5.17 	3.14 	2.30 	1.58 	2.02 	6.26 	3.10 	6.45 	5.89 	4.02 	4.34 	5.76 	6.67 	9.61 	8.98 	5.04 	3.36 
2571	2.60 	2.71 	4.48 	4.31 	2.70 	1.81 	1.48 	1.48 	4.43 	8.62 	4.17 	6.74 	5.80 	2.32 	2.46 	2.10 	2.54 	3.35 	4.75 	4.27 	2.03 
2572	3.61 	1.75 	2.89 	1.99 	1.52 	1.38 	1.59 	2.14 	3.19 	4.98 	1.69 	4.28 	4.26 	2.76 	2.34 	1.60 	2.31 	2.37 	1.69 	1.35 	0.88 
2573	2.55 	3.64 	6.57 	6.25 	5.30 	3.91 	2.36 	1.59 	2.01 	5.62 	1.93 	5.71 	4.61 	4.12 	4.60 	3.93 	4.67 	13.54 	14.25 	7.21 	5.64 
2574	2.92 	3.52 	4.01 	3.10 	2.14 	1.47 	1.32 	1.34 	2.64 	5.99 	3.16 	4.89 	4.58 	4.28 	3.08 	2.22 	2.58 	3.53 	2.39 	1.75 	1.17 
2575	2.01 	1.67 	2.33 	2.64 	-2.12 	7.53 	4.89 	4.06 	5.49 	28.71 	7.51 	21.06 	24.93 	25.00 	7.56 	5.30 	8.21 	11.24 	9.86 	13.45 	8.26 
2576	5.77 	4.49 	6.60 	3.43 	2.44 	2.22 	1.60 	1.07 	1.40 	4.59 	2.94 	-7.49 	-1142.44 	5.55 	3.03 	4.28 	5.13 	5.68 	1.80 	2.46 	1.78 
2577	2.33 	4.91 	5.67 	3.40 	2.58 	1.95 	1.59 	0.99 	1.34 	3.33 	1.44 	2.98 	3.12 	1.95 	2.02 	2.37 	3.34 	13.45 	3.36 	2.43 	-53.66 
2578	3.19 	2.39 	3.14 	1.99 	1.24 	1.15 	0.80 	0.79 	1.14 	3.21 	1.08 	3.11 	3.87 	2.76 	4.16 	2.27 	2.80 	3.44 	3.28 	6.34 	3.06 
2579	2.99 	6.09 	12.64 	7.82 	4.94 	2.69 	-5.04 	-1.18 	-0.63 		4.89 	10.03 	6.19 	2.79 	3.27 	5.14 	3.01 	3.89 	3.13 	5.24 	2.17 
2580	4.28 	4.14 	3.70 	2.66 	1.82 	1.39 	1.33 	1.08 	1.37 	4.46 	1.91 	4.79 	2.37 	1.54 	1.47 	2.15 	1.78 	2.62 	1.83 	1.63 	1.10 
2581	4.54 	9.70 	14.13 	10.53 	7.92 	5.11 	3.33 	3.01 	15.12 	29.78 	11.08 	-12.42 	-27.19 	-11.59 	3.07 	2.80 	3.62 	5.17 	4.02 	3.62 	1.78 
2582	3.57 	4.34 	3.63 	1.97 	1.72 	1.97 	1.20 	0.82 	0.86 	1.92 	0.87 	7.18 	3.35 	1.28 	2.06 	2.97 	4.34 	5.11 	5.10 	1.30 	0.73 
2583	5.80 	9.49 	11.78 	6.90 	5.71 	3.92 	2.67 	1.70 	1.93 	4.56 	2.29 	4.39 	3.26 	1.74 	1.51 	2.59 	2.77 	2.12 	1.33 	1.13 	0.68 
2584	2.05 	2.29 	5.77 	3.45 	4.20 	4.57 	2.09 	1.04 	1.84 	3.69 	1.45 	2.75 	3.36 	1.60 	1.29 	1.04 	2.22 	3.00 	1.61 	2.21 	1.09 
2585	12.12 	11.28 	21.43 	13.93 	9.21 	5.37 	6.53 	-13.22 	-24.77 	130.40 	13.62 	-122.96 	4.16 	3.43 	3.86 	1.48 	2.81 	2.99 	2.62 	2.77 	1.12 
2586	2.77 	4.39 	5.58 	4.87 	4.45 	6.04 	3.94 	2.88 	4.28 	7.06 	2.55 	6.54 	7.48 	2.30 	2.34 	2.02 	2.68 	4.93 	5.19 	4.01 	1.96 
2587	4.66 	4.17 	6.24 	4.64 	3.43 	2.51 	1.90 	1.72 	3.49 	7.91 	3.10 	5.23 	4.14 	2.87 	3.18 	3.48 	3.01 	4.08 	2.72 	2.01 	1.21 
2588	3.97 	4.29 	9.89 	6.45 	9.15 	8.54 	3.13 	3.31 	4.94 	10.16 	8.25 	9.33 	8.82 	10.42 	7.21 	4.95 	6.80 	6.43 	7.54 	4.34 	2.66 
2589	3.12 	5.61 	9.94 	9.32 	12.23 	12.02 	17.90 	-10.88 	3.23 	15.24 	4.06 	25.84 	128.07 	34.01 	36.12 	118.98 	-101.54 	8.66 	8.04 	5.81 	1.31 
2590	2.98 	3.36 	6.21 	4.60 	2.84 	2.13 	2.19 	1.45 	3.15 	12.35 	13.49 	4.37 	3.45 	2.16 	2.12 	2.65 	3.35 	4.35 	2.05 	1.59 	0.63 
2591	2.92 	2.65 	3.52 	4.59 	3.24 	3.96 	3.34 	1.79 	2.99 	8.32 	1.62 	2.14 	1.35 	0.91 	0.85 	1.13 	2.11 	1.30 	1.10 	1.12 	0.75 
2592	7.72 	6.07 	8.66 	5.04 	2.98 	2.19 	2.17 	1.65 	4.69 	8.12 	3.25 	5.34 	4.60 	2.14 	1.84 	2.83 	3.58 	6.35 	3.17 	2.04 	1.62 
2593	3.35 	3.09 	5.69 	3.99 	2.83 	2.43 	1.47 	0.87 	1.37 	4.91 	2.58 	3.89 	3.17 	1.51 	1.71 	1.25 	1.78 	1.43 	1.30 	1.51 	0.87 
2594	2.45 	3.59 	10.46 	9.30 	6.04 	5.83 	3.01 	52.60 	18.91 	4.98 	2.09 	7.06 	4.41 	3.37 	2.84 	2.09 	3.15 	12.47 	2.83 	2.42 	2.30 
2595	2.92 	7.76 	5.14 	3.32 	2.65 	2.31 	1.71 	1.62 	-0.70 	-38.97 	-0.62 	-1.68 	-9.46 	-3.45 	3.24 	3.53 	5.13 	7.01 	9.10 	5.35 	3.18 
2596	2.46 	2.46 	4.21 	2.53 	1.78 	1.55 	1.22 	1.08 	1.83 	6.97 	1.56 	4.11 	4.58 	2.84 	1.85 	1.52 	1.73 	2.22 	1.80 	1.44 	1.03 
2597	4.97 	5.34 	14.37 	7.99 	4.64 	4.88 	3.84 	4.06 	2.56 	4.05 	2.30 	5.68 	3.13 	2.70 	2.98 	1.58 	2.29 	4.45 	3.33 	3.18 	1.94 
2598	2.97 	3.42 	4.56 	3.80 	3.44 	2.28 	1.78 	1.61 	1.02 	6.70 	1.76 	3.00 	2.23 	1.23 	1.90 	1.67 	9.67 	-2.30 	36.63 	13.87 	10.04 
2599	6.63 	5.37 	3.21 	2.32 	1.34 	1.10 	0.81 	0.64 	0.69 	1.37 	0.97 	1.55 	1.97 	1.67 	1.56 	1.59 	1.93 	3.60 	3.44 	2.26 	1.53 
2600	3.68 	6.50 	5.74 	3.19 	2.33 	1.66 	5.72 	-4.37 	-5.40 	-19.18 	-6.28 	-24.68 	13.40 	7.54 	4.22 	7.23 	5.32 	13.30 	4.90 	4.16 	3.22 
2601	6.04 	8.45 	8.64 	6.65 	3.83 	2.71 	2.07 	2.30 	4.44 	9.66 	3.53 	8.71 	7.48 	4.37 	2.93 	2.02 	2.23 	2.75 	2.05 	2.04 	2.07 
2602	8.05 	10.52 	9.92 	5.99 	4.21 	3.15 	2.83 	1.94 	1.95 	4.48 	1.32 	3.30 	3.00 	2.25 	2.08 	2.29 	2.35 	7.28 	3.73 	1.97 	1.44 
2603	4.17 	5.56 	6.36 	4.47 	3.22 	2.02 	1.75 	1.23 	1.20 	5.90 	2.19 	5.59 	6.33 	3.52 	4.20 	3.04 	3.74 	5.13 	4.51 	2.87 	1.40 
2604	3.22 	3.59 	11.45 	8.57 	6.29 	4.10 	2.14 	1.83 	2.68 	5.43 	2.45 	4.62 	3.25 	2.10 	3.09 	4.60 	6.70 	9.51 	8.85 	7.54 	4.33 
2605	8.96 	14.73 	20.35 	9.34 	5.68 	4.07 	4.27 	2.40 	5.27 	32.84 	8.34 	20.09 	16.21 	11.71 	11.08 	16.56 	32.74 	38.02 	53.64 	51.49 	1.64 
2606	5.54 	5.73 	9.73 	6.19 	3.94 	2.58 	2.75 	3.55 	-4.81 	-13.27 	58.79 	20.32 	10.23 	5.96 	8.13 	10.92 	15.16 	31.44 	4.20 	2.04 	1.50 
2607	4.03 	3.70 	6.03 	6.73 	4.19 	14.10 	6.00 	9.41 	11.18 	12.59 	3.71 	9.81 	8.93 	2.97 	3.24 	3.21 	6.15 	13.00 	10.19 	5.13 	2.18 
2608	5.59 	6.00 	6.65 	3.05 	2.29 	1.77 	1.45 	1.40 	1.48 	3.05 	1.05 	2.77 	1.61 	1.50 	1.54 	1.26 	1.74 	2.67 	2.03 	1.17 	1.00 
2609	6.05 	5.50 	9.36 	9.43 	10.75 	11.37 	3.78 	3.25 	5.95 	12.10 	3.07 	5.63 	6.06 	2.16 	2.64 	1.82 	3.08 	5.00 	3.84 	2.27 	2.06 
